AG,AU,3514
AG,AW,174684
AG,BB,2551859
AG,BE,2166
AG,BH,3419
AG,BJ,4947
AG,BS,828698
AG,BW,8081
AG,BZ,222970
AG,CA,66793
AG,CD,2546
AG,CF,2028
AG,CG,5698
AG,CH,6927
AG,CI,3159
AG,CM,4742
AG,CR,3634
AG,CV,7695
AG,CW,264541
AG,CY,7144
AG,DE,2335
AG,DJ,2830
AG,DK,2359
AG,DO,196877
AG,EE,5921
AG,ES,4581
AG,FJ,9244
AG,FM,3267
AG,FR,3535
AG,GA,6912
AG,GB,40165
AG,GD,3622283
AG,GF,235943
AG,GH,12654
AG,GM,11691
AG,GN,2668
AG,GP,802310
AG,GQ,10555
AG,GU,3868
AG,GW,3483
AG,GY,3777881
AG,HT,52380
AG,IE,4592
AG,IM,18997
AG,IS,3581
AG,IT,4331
AG,JE,24891
AG,JM,2598041
AG,KE,6758
AG,KM,9804
AG,KW,2392
AG,KY,1092215
AG,LB,9573
AG,LC,6556735
AG,LR,24225
AG,LS,3871
AG,LU,4408
AG,MG,2280
AG,MK,2532
AG,ML,2999
AG,MQ,234608
AG,MT,18980
AG,MU,8436
AG,MV,6264
AG,MW,2623
AG,MZ,2812
AG,NA,15247
AG,NE,6591
AG,NG,7632
AG,NL,5929
AG,NO,2062
AG,NZ,4324
AG,PA,5837
AG,PF,7917
AG,PR,16901
AG,QA,3430
AG,RE,2423
AG,RS,2630
AG,RW,3038
AG,SB,2786
AG,SC,35024
AG,SE,2763
AG,SL,19845
AG,SN,5537
AG,SR,575311
AG,ST,10786
AG,SZ,3938
AG,TG,5482
AG,TO,5288
AG,TT,770187
AG,TZ,3294
AG,UG,6566
AG,US,56333
AG,VC,11065040
AG,VU,3942
AG,WS,3001
AG,YT,12445
AG,ZA,2955
AG,ZM,7549
AG,ZW,4962
AL,AE,2101
AL,AL,14884656
AL,AT,19997
AL,AU,2268
AL,BA,15027
AL,BE,20975
AL,BG,7200
AL,BJ,2996
AL,BY,2763
AL,CA,5606
AL,CH,36294
AL,CY,14261
AL,CZ,2997
AL,DE,36557
AL,DK,3446
AL,EE,2051
AL,ES,3427
AL,FI,5104
AL,FR,9331
AL,GB,24637
AL,GE,2358
AL,GM,2748
AL,GR,435108
AL,HR,22880
AL,HU,4449
AL,IE,7175
AL,IS,14835
AL,IT,92964
AL,KY,2084
AL,LU,33111
AL,LV,2110
AL,MD,7923
AL,ME,211907
AL,MK,301734
AL,MT,94354
AL,NL,4516
AL,NO,8590
AL,QA,2867
AL,RO,6503
AL,RS,26551
AL,SE,15332
AL,SI,16437
AL,SK,4095
AL,TR,3216
AL,US,4589
AL,XK,1010020
AM,AE,3580
AM,AM,15755579
AM,AT,6442
AM,AZ,158036
AM,BE,9893
AM,BG,4159
AM,BY,18019
AM,CA,3660
AM,CH,4228
AM,CY,12136
AM,CZ,3903
AM,DE,7085
AM,EE,8063
AM,ES,3258
AM,FR,7055
AM,GE,73449
AM,GR,9406
AM,JO,2038
AM,KG,4071
AM,KW,3468
AM,KZ,8515
AM,LB,30863
AM,LT,4315
AM,LU,6813
AM,LV,7941
AM,MD,5765
AM,ME,3237
AM,MT,4509
AM,NL,5433
AM,PL,2460
AM,SE,5449
AM,TJ,8378
AM,UA,14340
AM,US,3644
AM,UZ,6464
AO,AE,2326
AO,AG,4539
AO,AO,16815996
AO,BB,2033
AO,BE,5111
AO,BF,19899
AO,BI,18830
AO,BJ,27847
AO,BR,12386
AO,BS,2724
AO,BW,25727
AO,CD,221090
AO,CF,19593
AO,CG,141128
AO,CH,4437
AO,CI,32817
AO,CM,19607
AO,CV,317664
AO,CY,3385
AO,DJ,4317
AO,DO,6804
AO,ET,3278
AO,FR,6062
AO,GA,37827
AO,GB,3015
AO,GD,5182
AO,GF,8289
AO,GH,14043
AO,GM,35052
AO,GN,86428
AO,GP,3178
AO,GQ,40187
AO,GR,3534
AO,GW,343468
AO,GY,4893
AO,HT,15809
AO,JE,2432
AO,JM,8265
AO,KE,18738
AO,KI,2649
AO,KM,5918
AO,KY,2307
AO,LB,5069
AO,LC,4044
AO,LR,31446
AO,LS,13237
AO,LU,11373
AO,MA,2476
AO,MG,14281
AO,ML,30127
AO,MQ,2223
AO,MR,55699
AO,MW,13172
AO,MZ,779423
AO,NA,567348
AO,NE,12845
AO,NG,6228
AO,NI,2399
AO,NL,2039
AO,PA,2040
AO,PG,9110
AO,PT,105487
AO,PY,3363
AO,QA,2063
AO,RW,15856
AO,SB,3526
AO,SC,3412
AO,SL,31486
AO,SN,22513
AO,SR,5702
AO,ST,1176889
AO,SZ,24929
AO,TD,11978
AO,TG,22735
AO,TL,3649
AO,TN,2106
AO,TT,2834
AO,TZ,20535
AO,UG,17318
AO,VC,3876
AO,YT,5804
AO,ZA,23587
AO,ZM,28759
AO,ZW,11986
AR,AR,1863542
AR,AW,6051
AR,BO,35162
AR,BR,3259
AR,CH,3379
AR,CL,18643
AR,CO,8548
AR,CR,7421
AR,CW,3060
AR,DK,2096
AR,DO,8529
AR,EC,7662
AR,ES,15275
AR,GM,2655
AR,GQ,2884
AR,GT,4826
AR,HN,5543
AR,HT,2543
AR,IT,4058
AR,KY,2487
AR,LU,2136
AR,MA,2176
AR,MT,2688
AR,MX,5546
AR,NI,6314
AR,NZ,2728
AR,PA,6770
AR,PE,11511
AR,PR,4145
AR,PT,2462
AR,PY,191952
AR,SV,5133
AR,UY,62303
AT,AE,4558
AT,AF,21301
AT,AG,3522
AT,AL,19997
AT,AM,6442
AT,AT,8174253
AT,AU,5680
AT,AW,3662
AT,AZ,2578
AT,BA,312840
AT,BB,2120
AT,BE,13983
AT,BG,40713
AT,BH,2178
AT,BJ,2766
AT,BS,2219
AT,BY,4669
AT,CA,4474
AT,CH,103987
AT,CR,2275
AT,CV,3928
AT,CW,3786
AT,CY,15231
AT,CZ,20745
AT,DE,94662
AT,DJ,6750
AT,DK,13630
AT,DO,4096
AT,EE,8845
AT,EG,2370
AT,ES,8224
AT,FI,10308
AT,FR,6431
AT,GB,9074
AT,GD,2729
AT,GE,7893
AT,GH,2239
AT,GM,16002
AT,GR,17363
AT,GW,3802
AT,HK,2169
AT,HR,120554
AT,HU,138438
AT,IE,11662
AT,IM,6688
AT,IS,25700
AT,IT,17629
AT,JE,8251
AT,JM,2005
AT,JO,3331
AT,KE,2119
AT,KW,2352
AT,KY,11591
AT,LB,8423
AT,LC,2326
AT,LT,6246
AT,LU,53894
AT,LV,10714
AT,MD,14191
AT,ME,65760
AT,MK,126223
AT,MN,6279
AT,MT,24663
AT,MU,2342
AT,MV,3329
AT,NA,3420
AT,NL,17798
AT,NO,12104
AT,NZ,5253
AT,PL,15110
AT,PT,9027
AT,QA,3203
AT,RO,91149
AT,RS,221432
AT,SC,7151
AT,SE,16537
AT,SG,2811
AT,SI,176074
AT,SK,72087
AT,TJ,2371
AT,TN,4520
AT,TR,14259
AT,UA,4890
AT,UG,2269
AT,US,2710
AT,XK,113697
AU,AE,11931
AU,AF,6313
AU,AG,3514
AU,AL,2268
AU,AT,5680
AU,AU,1780129
AU,AW,2719
AU,BA,7830
AU,BB,4314
AU,BE,4143
AU,BH,6822
AU,BI,4547
AU,BN,11472
AU,BS,3131
AU,BT,47252
AU,BW,3484
AU,CA,15832
AU,CH,10447
AU,CL,2907
AU,CO,2728
AU,CW,2561
AU,CY,15743
AU,CZ,2560
AU,DE,5747
AU,DK,7728
AU,EE,11743
AU,ES,3120
AU,ET,3032
AU,FI,6137
AU,FJ,116638
AU,FM,3687
AU,FR,3684
AU,GB,27247
AU,GD,2718
AU,GH,2045
AU,GM,2967
AU,GR,10798
AU,GU,7620
AU,HK,21965
AU,HR,7071
AU,HU,2571
AU,IE,50323
AU,IM,28000
AU,IN,2661
AU,IS,8133
AU,IT,5875
AU,JE,41540
AU,JO,2469
AU,JP,4713
AU,KE,4726
AU,KH,4751
AU,KI,42671
AU,KR,4343
AU,KW,5002
AU,KY,31267
AU,LA,3265
AU,LB,25219
AU,LC,2274
AU,LK,24725
AU,LR,9270
AU,LT,2191
AU,LU,6495
AU,LV,2382
AU,ME,6157
AU,MK,25484
AU,MN,6609
AU,MO,15510
AU,MT,42147
AU,MU,24360
AU,MV,9402
AU,MY,13754
AU,NA,2742
AU,NC,13699
AU,NL,8011
AU,NO,8424
AU,NP,25772
AU,NZ,209359
AU,OM,4356
AU,PF,7249
AU,PG,25860
AU,PH,7257
AU,PK,2435
AU,PT,4518
AU,QA,9406
AU,RE,2275
AU,RS,6394
AU,RW,2330
AU,SA,2493
AU,SB,55722
AU,SC,25956
AU,SE,9471
AU,SG,35503
AU,SI,5203
AU,SK,2187
AU,SL,7835
AU,TH,3810
AU,TL,29900
AU,TO,381475
AU,TT,2489
AU,TW,5936
AU,UG,4002
AU,US,6142
AU,UY,2541
AU,VC,2251
AU,VN,3032
AU,VU,104880
AU,WS,190020
AU,ZA,4001
AU,ZM,2290
AU,ZW,13012
AW,AE,3359
AW,AG,174684
AW,AR,6051
AW,AT,3662
AW,AU,2719
AW,AW,427209236
AW,BB,46859
AW,BE,16663
AW,BG,2368
AW,BH,4283
AW,BJ,5750
AW,BN,2642
AW,BO,2637
AW,BR,2033
AW,BS,49472
AW,BZ,15412
AW,CA,9476
AW,CH,7787
AW,CL,30058
AW,CO,104816
AW,CR,23095
AW,CV,2168
AW,CW,18000312
AW,CY,2840
AW,DE,3546
AW,DK,2090
AW,DO,195759
AW,EC,24238
AW,ES,17563
AW,FI,2060
AW,FJ,4963
AW,FR,2509
AW,GB,4666
AW,GD,269008
AW,GF,107863
AW,GH,2019
AW,GM,4246
AW,GP,112172
AW,GQ,2891
AW,GT,2618
AW,GU,7233
AW,GY,89092
AW,HK,2294
AW,HN,3426
AW,HT,113154
AW,IE,2696
AW,IM,2656
AW,IS,5297
AW,IT,3683
AW,JE,5061
AW,JM,108127
AW,KW,2589
AW,KY,146256
AW,LB,7065
AW,LC,70389
AW,LR,2019
AW,LU,7848
AW,ME,7065
AW,MO,2756
AW,MQ,46491
AW,MT,10176
AW,MU,3261
AW,MV,2043
AW,MX,2759
AW,NA,6885
AW,NI,4770
AW,NL,646910
AW,NO,3718
AW,NZ,2300
AW,PA,49504
AW,PE,21774
AW,PF,2370
AW,PG,2389
AW,PH,4418
AW,PR,39012
AW,PT,6359
AW,PY,4200
AW,QA,3960
AW,RE,2216
AW,SC,4386
AW,SE,4212
AW,SG,2350
AW,SI,4482
AW,SL,2095
AW,SR,983281
AW,SV,3225
AW,TO,2533
AW,TT,85165
AW,US,13231
AW,UY,6391
AW,VC,86054
AZ,AE,2948
AZ,AF,4611
AZ,AM,158036
AZ,AT,2578
AZ,AZ,7487254
AZ,BA,3537
AZ,BG,2950
AZ,BJ,4939
AZ,BY,18325
AZ,CH,2662
AZ,CY,9649
AZ,CZ,2334
AZ,DE,4767
AZ,EE,9022
AZ,GE,57903
AZ,GH,3314
AZ,GM,4783
AZ,HU,2393
AZ,KG,15115
AZ,KZ,19147
AZ,LR,2674
AZ,LT,3924
AZ,LU,6105
AZ,LV,7209
AZ,MD,6530
AZ,ME,5549
AZ,MK,2348
AZ,MT,2567
AZ,NL,2135
AZ,PL,2193
AZ,QA,2084
AZ,SE,3124
AZ,SL,3454
AZ,TG,2313
AZ,TJ,19963
AZ,TR,23998
AZ,UA,14878
AZ,UG,2515
AZ,UZ,20951
BA,AE,4792
BA,AF,9756
BA,AL,15027
BA,AT,312840
BA,AU,7830
BA,AZ,3537
BA,BA,24705334
BA,BE,10782
BA,BG,7109
BA,BJ,3427
BA,BY,2231
BA,CA,5297
BA,CH,96293
BA,CY,5151
BA,CZ,6978
BA,DE,98577
BA,DK,19088
BA,FI,6753
BA,FR,4417
BA,GB,2130
BA,GM,2320
BA,GR,8065
BA,HR,819998
BA,HU,4095
BA,IE,9693
BA,IS,18703
BA,IT,10320
BA,KW,2154
BA,KY,2538
BA,LU,98590
BA,ME,1102079
BA,MK,161234
BA,MT,36736
BA,NL,13621
BA,NO,23508
BA,OM,2050
BA,PK,2912
BA,QA,5504
BA,RO,3263
BA,RS,796560
BA,SE,50771
BA,SI,1157591
BA,SK,10450
BA,TR,3446
BA,US,3339
BA,XK,70177
BB,AE,3349
BB,AG,2551859
BB,AO,2033
BB,AT,2120
BB,AU,4314
BB,AW,46859
BB,BB,282024727
BB,BE,2071
BB,BH,2454
BB,BJ,4300
BB,BS,528893
BB,BW,4701
BB,BZ,111266
BB,CA,68058
BB,CG,2585
BB,CH,5969
BB,CM,2190
BB,CR,2308
BB,CV,2914
BB,CW,82641
BB,CY,2941
BB,DE,2333
BB,DJ,2270
BB,DK,3053
BB,DO,5970
BB,FJ,7650
BB,FM,2527
BB,GA,2050
BB,GB,34305
BB,GD,3358284
BB,GF,127115
BB,GH,13671
BB,GM,10248
BB,GP,53125
BB,GQ,2896
BB,GU,3214
BB,GW,2844
BB,GY,2710388
BB,HT,35180
BB,IE,8355
BB,IM,18944
BB,IS,2130
BB,JE,77690
BB,JM,905768
BB,KE,4892
BB,KY,1425980
BB,LC,3924036
BB,LR,15571
BB,LU,5548
BB,ME,2963
BB,MQ,90954
BB,MT,5850
BB,MU,4928
BB,MV,2470
BB,NA,11860
BB,NG,5004
BB,NL,4230
BB,NO,2623
BB,NZ,5285
BB,PA,6102
BB,PR,3847
BB,QA,2024
BB,SC,31809
BB,SE,4102
BB,SL,8508
BB,SN,3410
BB,SR,305859
BB,ST,4834
BB,SZ,2478
BB,TG,2821
BB,TT,931273
BB,TZ,2538
BB,UG,4936
BB,US,23977
BB,VC,8757277
BB,VU,2824
BB,ZM,3550
BB,ZW,2780
BD,AE,88757
BD,AF,4958
BD,BD,971412
BD,BH,152021
BD,BJ,2104
BD,BN,55514
BD,BT,4895
BD,CF,3882
BD,CY,11102
BD,FJ,2043
BD,GB,2480
BD,GH,2486
BD,GR,5183
BD,IN,6802
BD,IT,3785
BD,JO,2673
BD,KE,2093
BD,KI,2069
BD,KW,81285
BD,LB,6005
BD,LK,4083
BD,LR,3090
BD,LY,4681
BD,MT,3032
BD,MU,25212
BD,MV,204386
BD,MY,32408
BD,MZ,2083
BD,NP,4587
BD,OM,241914
BD,PG,3420
BD,PK,9337
BD,QA,148038
BD,RW,2661
BD,SA,113465
BD,SB,2450
BD,SC,16559
BD,SG,34230
BD,SL,3104
BD,SZ,2056
BD,TZ,2402
BD,UG,2587
BE,AE,4375
BE,AF,15272
BE,AG,2166
BE,AL,20975
BE,AM,9893
BE,AO,5111
BE,AT,13983
BE,AU,4143
BE,AW,16663
BE,BA,10782
BE,BB,2071
BE,BE,4718282
BE,BF,5252
BE,BG,29813
BE,BH,2037
BE,BI,22465
BE,BJ,6022
BE,BY,3426
BE,CA,5968
BE,CD,19878
BE,CF,13196
BE,CG,11102
BE,CH,29544
BE,CI,6504
BE,CM,22728
BE,CV,24337
BE,CW,25435
BE,CY,11521
BE,CZ,5086
BE,DE,13731
BE,DJ,26572
BE,DK,9253
BE,DO,2942
BE,DZ,2517
BE,EE,8651
BE,ES,13070
BE,ET,2851
BE,FI,7394
BE,FR,40013
BE,GA,9216
BE,GB,8675
BE,GE,4785
BE,GF,17478
BE,GH,5757
BE,GM,15777
BE,GN,43031
BE,GP,21626
BE,GQ,8166
BE,GR,15933
BE,GW,14331
BE,HR,8091
BE,HU,7472
BE,IE,10744
BE,IM,5069
BE,IS,17197
BE,IT,14332
BE,JE,7072
BE,JM,2289
BE,KY,3592
BE,LB,11278
BE,LR,6760
BE,LT,6638
BE,LU,231267
BE,LV,8175
BE,MA,12984
BE,MD,21183
BE,ME,11965
BE,MG,3960
BE,MK,24466
BE,ML,3938
BE,MN,2036
BE,MQ,18442
BE,MR,7959
BE,MT,27299
BE,MU,11054
BE,NA,2426
BE,NC,8629
BE,NE,12104
BE,NL,88222
BE,NO,8312
BE,NP,2016
BE,NZ,3845
BE,PF,8040
BE,PL,11792
BE,PT,28992
BE,QA,2882
BE,RE,18403
BE,RO,44339
BE,RS,9767
BE,RW,15801
BE,SC,10064
BE,SE,9562
BE,SG,2527
BE,SI,11999
BE,SK,6190
BE,SL,12750
BE,SN,12784
BE,SR,84962
BE,ST,10227
BE,SV,2053
BE,TD,4599
BE,TG,14090
BE,TN,9873
BE,TR,6381
BE,UA,3665
BE,UG,3327
BE,US,2243
BE,XK,33874
BE,YT,4941
BF,AE,3603
BF,AO,19899
BF,BE,5252
BF,BF,20112854
BF,BI,64336
BF,BJ,215078
BF,BW,16028
BF,CA,4798
BF,CD,66064
BF,CF,175298
BF,CG,153522
BF,CH,3950
BF,CI,645107
BF,CM,71321
BF,CV,4568
BF,DJ,13637
BF,DO,2353
BF,DZ,5903
BF,EG,3256
BF,ET,2454
BF,FR,10151
BF,GA,256874
BF,GD,2244
BF,GF,9979
BF,GH,65533
BF,GM,26541
BF,GN,220707
BF,GP,5269
BF,GQ,446849
BF,GW,27594
BF,GY,2093
BF,HT,17859
BF,IT,4633
BF,JM,4026
BF,JO,2951
BF,KE,36950
BF,KM,15235
BF,KW,3765
BF,LB,5297
BF,LC,2058
BF,LR,51039
BF,LS,11261
BF,LU,5329
BF,LY,11414
BF,MA,9782
BF,MG,32670
BF,ML,476864
BF,MQ,5145
BF,MR,64706
BF,MT,4987
BF,MU,3040
BF,MW,14150
BF,MZ,24793
BF,NA,13341
BF,NE,309655
BF,NG,11170
BF,PG,4328
BF,QA,3485
BF,RE,3062
BF,RW,29294
BF,SA,3878
BF,SC,2399
BF,SL,37632
BF,SN,131695
BF,SR,2745
BF,ST,20096
BF,SZ,12153
BF,TD,129381
BF,TG,368779
BF,TN,9200
BF,TZ,39649
BF,UG,34760
BF,YT,8923
BF,ZA,5386
BF,ZM,22674
BF,ZW,5969
BG,AE,2492
BG,AL,7200
BG,AM,4159
BG,AT,40713
BG,AW,2368
BG,AZ,2950
BG,BA,7109
BG,BE,29813
BG,BG,10665371
BG,BJ,3028
BG,BY,8862
BG,CA,2654
BG,CH,18035
BG,CY,127452
BG,CZ,20132
BG,DE,55216
BG,DK,17412
BG,EE,6030
BG,ES,18496
BG,FI,6805
BG,FR,6536
BG,GB,36384
BG,GE,3498
BG,GM,2009
BG,GR,51935
BG,HR,7604
BG,HU,5142
BG,IE,14301
BG,IM,72528
BG,IS,13553
BG,IT,10441
BG,JE,22568
BG,KY,4692
BG,KZ,2453
BG,LB,3140
BG,LT,5260
BG,LU,21580
BG,LV,7623
BG,MD,10187
BG,ME,15576
BG,MK,98977
BG,MT,54813
BG,NL,34772
BG,NO,12099
BG,PL,3814
BG,PT,6222
BG,RO,8612
BG,RS,26796
BG,SC,2956
BG,SE,7824
BG,SI,12993
BG,SK,13949
BG,TJ,2090
BG,TR,12226
BG,UA,8611
BG,US,2101
BG,XK,7279
BH,AE,255056
BH,AF,8675
BH,AG,3419
BH,AT,2178
BH,AU,6822
BH,AW,4283
BH,BB,2454
BH,BD,152021
BH,BE,2037
BH,BH,8142826
BH,BI,2061
BH,BJ,2711
BH,BN,44477
BH,BS,2310
BH,BT,31786
BH,BW,2097
BH,BY,2245
BH,CA,7974
BH,CF,4341
BH,CH,3200
BH,CM,30944
BH,CY,20606
BH,DE,2721
BH,DJ,14083
BH,DZ,2226
BH,EG,16723
BH,ES,2133
BH,ET,83196
BH,FJ,3258
BH,FM,4834
BH,FR,2432
BH,GA,2371
BH,GB,8217
BH,GH,14906
BH,GM,12383
BH,GQ,9160
BH,GR,8902
BH,GU,23380
BH,GY,3080
BH,HK,9688
BH,ID,3662
BH,IE,10781
BH,IM,4815
BH,IN,28915
BH,IS,3507
BH,IT,4506
BH,JE,7277
BH,JM,2641
BH,JO,61855
BH,JP,2459
BH,KE,51169
BH,KR,2660
BH,KW,183999
BH,KY,26522
BH,LB,36976
BH,LC,2332
BH,LK,34572
BH,LR,4554
BH,LU,3063
BH,LY,5835
BH,MA,6676
BH,MK,3256
BH,MO,14582
BH,MR,3711
BH,MT,20751
BH,MU,13724
BH,MV,167681
BH,MY,18773
BH,NA,2720
BH,NE,2362
BH,NG,2685
BH,NL,2300
BH,NO,2370
BH,NP,62976
BH,NZ,9057
BH,OM,337255
BH,PG,2144
BH,PH,39228
BH,PK,80857
BH,PT,3605
BH,QA,311104
BH,RS,2330
BH,RW,5104
BH,SA,188240
BH,SC,113487
BH,SE,3057
BH,SG,30235
BH,SL,4404
BH,SN,2301
BH,SZ,2221
BH,TD,4733
BH,TG,3577
BH,TH,7456
BH,TN,7411
BH,TR,3226
BH,TT,2337
BH,TZ,6266
BH,UG,64410
BH,US,3445
BH,ZA,3536
BH,ZM,2392
BH,ZW,5994
BI,AE,14203
BI,AO,18830
BI,AU,4547
BI,BE,22465
BI,BF,64336
BI,BH,2061
BI,BI,75294151
BI,BJ,102693
BI,BW,15669
BI,CA,14815
BI,CD,431385
BI,CF,175668
BI,CG,68024
BI,CH,3953
BI,CI,79593
BI,CM,38363
BI,CV,2166
BI,CY,12224
BI,DJ,14145
BI,DO,2241
BI,DZ,2265
BI,ET,6086
BI,FR,4887
BI,GA,36767
BI,GD,2077
BI,GF,3625
BI,GH,26063
BI,GM,11253
BI,GN,45705
BI,GQ,15891
BI,GW,12129
BI,GY,2071
BI,HT,11875
BI,JM,3493
BI,KE,161006
BI,KM,30804
BI,KW,6775
BI,LR,108241
BI,LS,8525
BI,LU,4008
BI,LY,21804
BI,MA,2579
BI,MG,35681
BI,ML,49190
BI,MQ,3445
BI,MR,16221
BI,MU,3697
BI,MW,172693
BI,MZ,90125
BI,NA,25683
BI,NE,143514
BI,NG,11193
BI,NL,3132
BI,NO,4366
BI,OM,98656
BI,PG,20022
BI,PK,2099
BI,QA,9039
BI,RE,23521
BI,RW,2184653
BI,SA,20303
BI,SB,3591
BI,SC,4589
BI,SE,11060
BI,SL,52910
BI,SN,16919
BI,SR,3272
BI,ST,76572
BI,SZ,19949
BI,TD,45225
BI,TG,42986
BI,TN,2057
BI,TZ,500928
BI,UG,303307
BI,US,2921
BI,YT,181249
BI,ZA,29976
BI,ZM,318660
BI,ZW,12063
BJ,AE,5494
BJ,AF,2278
BJ,AG,4947
BJ,AL,2996
BJ,AO,27847
BJ,AT,2766
BJ,AW,5750
BJ,AZ,4939
BJ,BA,3427
BJ,BB,4300
BJ,BD,2104
BJ,BE,6022
BJ,BF,215078
BJ,BG,3028
BJ,BH,2711
BJ,BI,102693
BJ,BJ,16457224
BJ,BO,4112
BJ,BR,2979
BJ,BS,8625
BJ,BW,16094
BJ,BY,2022
BJ,BZ,4647
BJ,CA,3580
BJ,CD,144284
BJ,CF,203194
BJ,CG,259617
BJ,CH,4148
BJ,CI,205156
BJ,CM,108544
BJ,CO,2252
BJ,CR,2921
BJ,CV,9361
BJ,CW,6039
BJ,CY,6332
BJ,DE,2971
BJ,DJ,23227
BJ,DO,6648
BJ,DZ,6774
BJ,EC,9838
BJ,EE,3089
BJ,EG,2240
BJ,ES,3507
BJ,ET,4495
BJ,FJ,20756
BJ,FM,4539
BJ,FR,12869
BJ,GA,413095
BJ,GD,4895
BJ,GF,41169
BJ,GH,51350
BJ,GM,36694
BJ,GN,88240
BJ,GP,41507
BJ,GQ,259027
BJ,GR,5246
BJ,GT,2319
BJ,GW,31387
BJ,GY,5400
BJ,HN,3218
BJ,HR,3494
BJ,HT,32073
BJ,HU,2640
BJ,IT,4311
BJ,JM,6078
BJ,KE,30829
BJ,KG,3533
BJ,KI,18249
BJ,KM,37572
BJ,KW,10691
BJ,KZ,2649
BJ,LA,2245
BJ,LB,7805
BJ,LC,9077
BJ,LR,198259
BJ,LS,7584
BJ,LT,3283
BJ,LU,9527
BJ,LV,5838
BJ,LY,6512
BJ,MA,5891
BJ,MD,2319
BJ,ME,5807
BJ,MG,40936
BJ,MK,3434
BJ,ML,125674
BJ,MN,3790
BJ,MQ,30667
BJ,MR,40433
BJ,MT,3636
BJ,MU,25264
BJ,MW,26136
BJ,MZ,33625
BJ,NA,14379
BJ,NC,51553
BJ,NE,593457
BJ,NG,63175
BJ,NI,3594
